album_id,genre,artist_id,cover_path
7HLGYNYqyG21iG7thutG2N,jazz,2ZvrvbQNrHKwjT7qfGFFUW,data/covers/jazz/Herbie_Hancock_7HLGYNYqyG21iG7thutG2N.jpg
68NmQ5XgjHsKYcJZJKkvSp,indie_rock,2cCUtGK9sDU2EoElnk0GNB,data/covers/indie_rock/The_National_68NmQ5XgjHsKYcJZJKkvSp.jpg
0ncpKwYq9C3tXxDWPpdvId,metal,1Yox196W7bzVNZI7RBaPnf,data/covers/metal/Megadeth_0ncpKwYq9C3tXxDWPpdvId.jpg
3hL5hv0P0B0jK8T9XPadVR,indie_rock,0SwO7SWeDHJijQ3XNS7xEE,data/covers/indie_rock/MGMT_3hL5hv0P0B0jK8T9XPadVR.jpg
3TA3E97eUt04OgXrZwRmYr,jazz,3rxeQlsv0Sc2nyYaZ5W71T,data/covers/jazz/Chet_Baker_3TA3E97eUt04OgXrZwRmYr.jpg
5QkB4WOse1gOPojs9jZRYE,house,3qMRvSHJpaRjGDkIeNMoGz,data/covers/house/Theo_Parrish_5QkB4WOse1gOPojs9jZRYE.jpg
4PIVdqvL1Rc7T7Vfsr8n8Q,alternative_rock,6Ghvu1VvMGScGpOUJBAHNH,data/covers/alternative_rock/Deftones_4PIVdqvL1Rc7T7Vfsr8n8Q.jpg
1uxzaoVDhJ2V88RpGMo0hm,techno,3AhwIUus3pIaA3CvYBEtpy,data/covers/techno/Richie_Hawtin_1uxzaoVDhJ2V88RpGMo0hm.jpg
44MTd2OAtSYY63DCcQ7P8n,metal,1IQ2e1buppatiN1bxUVkrk,data/covers/metal/Slayer_44MTd2OAtSYY63DCcQ7P8n.jpg
61EukiCvHkfOWHaM8hglJx,metal,1DFr97A9HnbV3SKTJFu62M,data/covers/metal/Motorhead_61EukiCvHkfOWHaM8hglJx.jpg
5QxFTj8ar3blXVyVEo2rxD,alternative_rock,0L8ExT028jH3ddEcZwqJJ5,data/covers/alternative_rock/Red_Hot_Chili_Peppers_5QxFTj8ar3blXVyVEo2rxD.jpg
2ye0gy2WANRQueqM0R3j5R,alternative_rock,5UqTO8smerMvxHYA5xsXb6,data/covers/alternative_rock/Sonic_Youth_2ye0gy2WANRQueqM0R3j5R.jpg
09OABBoUoHmbi3IyFLplTy,metal,2tRsMl4eGxwoNabM08Dm4I,data/covers/metal/Judas_Priest_09OABBoUoHmbi3IyFLplTy.jpg
6qPG09ioBMVTcgJSZpuCY8,reggae,6UL7BodGc5iVmQGlMwHR0g,data/covers/reggae/Steel_Pulse_6qPG09ioBMVTcgJSZpuCY8.jpg
5VndZ1dWP9h0mmUl1Pslq4,indie_rock,2cCUtGK9sDU2EoElnk0GNB,data/covers/indie_rock/The_National_5VndZ1dWP9h0mmUl1Pslq4.jpg
3HvgNs3UlPTLN6qliUzjUM,jazz,7G1GBhoKtEPnP86X2PvEYO,data/covers/jazz/Nina_Simone_3HvgNs3UlPTLN6qliUzjUM.jpg
1cJEPzLBLME22ZUra16HT2,alternative_rock,1w5Kfo2jwwIPruYS2UWh56,data/covers/alternative_rock/Pearl_Jam_1cJEPzLBLME22ZUra16HT2.jpg
62DAjtiLu0pyFbg3yuuuVk,reggae,4wLAjfeqAsV66AocWNcowA,data/covers/reggae/Buju_Banton_62DAjtiLu0pyFbg3yuuuVk.jpg
10QkV4igUtGyn58gFBlaus,techno,15e0X6NuMsVuHi7AZhcfyI,data/covers/techno/James_Holden_10QkV4igUtGyn58gFBlaus.jpg
5XbiFk3DRytyQMmo9Pe6dd,jazz,5V0MlUE1Bft0mbLlND7FJz,data/covers/jazz/Ella_Fitzgerald_5XbiFk3DRytyQMmo9Pe6dd.jpg
0xke1tY83AFrPMThWW2pMI,classical,7jzR5qj8vFnSu5JHaXgFEr,data/covers/classical/Jean_Sibelius_0xke1tY83AFrPMThWW2pMI.jpg
472z2qcBZCmOIvI3puVMHt,country,7wCjDgV6nqBsHguQXPAaIM,data/covers/country/Waylon_Jennings_472z2qcBZCmOIvI3puVMHt.jpg
4lA6sBkX6kxj6aoHBqd6eY,metal,1DFr97A9HnbV3SKTJFu62M,data/covers/metal/Motorhead_4lA6sBkX6kxj6aoHBqd6eY.jpg
3qbhtPyjH2S12Bl6TRj8Pz,reggae,0UmBaQJflaHddKtf1lrA6F,data/covers/reggae/Dennis_Brown_3qbhtPyjH2S12Bl6TRj8Pz.jpg
79ONNoS4M9tfIA1mYLBYVX,hiphop,2YZyLoL8N0Wb9xBt1NhZWg,data/covers/hiphop/Kendrick_Lamar_79ONNoS4M9tfIA1mYLBYVX.jpg
6tsFq3BlBu1BO8oPzBCdQy,classical,4Fw8f0YbjBs9suGEwInPJe,data/covers/classical/Heinrich_Schutz_6tsFq3BlBu1BO8oPzBCdQy.jpg
4u9sbRKOBBNjZYOE9fMYRz,house,6TshTCYwh9ySzOO6Jy4Ux2,data/covers/house/Maya_Jane_Coles_4u9sbRKOBBNjZYOE9fMYRz.jpg
2f1Gx9npTw9Cy6YVXpvEZZ,indie_rock,5hAhrnb0Ch4ODwWu4tsbpi,data/covers/indie_rock/Yo_La_Tengo_2f1Gx9npTw9Cy6YVXpvEZZ.jpg
3n0Rai2wkPIKr2CsfRkaNg,jazz,0kbYTNQb4Pb1rPbbaF0pT4,data/covers/jazz/Miles_Davis_3n0Rai2wkPIKr2CsfRkaNg.jpg
26e3IXitLWGcH0UrcAbW08,metal,0GDGKpJFhVpcjIGF8N6Ewt,data/covers/metal/Gojira_26e3IXitLWGcH0UrcAbW08.jpg
4iwdNpYgW4MwnJ3q1JZ88U,hiphop,4LLpKhyESsyAXpc4laK94U,data/covers/hiphop/Mac_Miller_4iwdNpYgW4MwnJ3q1JZ88U.jpg
6NAU01DHEdx0vyioca0Pcs,reggae,3rJ3m1tM6vUgiWLjfV8sRf,data/covers/reggae/Jimmy_Cliff_6NAU01DHEdx0vyioca0Pcs.jpg
5GhuEhtcdF4my2ELUBiwe0,techno,5akVqMzdZOdbMYbE4vNZWD,data/covers/techno/Plaid_5GhuEhtcdF4my2ELUBiwe0.jpg
3ZJErwtxUtDkPlhrrSAw0R,house,1gR0gsQYfi6joyO1dlp76N,data/covers/house/Justice_3ZJErwtxUtDkPlhrrSAw0R.jpg
1F2IsoplT2In1XcJIh7fv4,classical,7ie36YytMoKtPiL7tUvmoE,data/covers/classical/Igor_Stravinsky_1F2IsoplT2In1XcJIh7fv4.jpg
1zZ2mFxHHq3JRtW6Mzuhht,metal,6JW8wliOEwaDZ231ZY7cf4,data/covers/metal/Sepultura_1zZ2mFxHHq3JRtW6Mzuhht.jpg
3HFbH1loOUbqCyPsLuHLLh,indie_rock,0epOFNiUfyON9EYx7Tpr6V,data/covers/indie_rock/The_Strokes_3HFbH1loOUbqCyPsLuHLLh.jpg
7clzFRxJTllyZ3P82v4HLs,indie_rock,2Jv5eshHtLycR6R8KQCdc4,data/covers/indie_rock/Grizzly_Bear_7clzFRxJTllyZ3P82v4HLs.jpg
4zmyvh4mDBSA9Clw1oAn0a,classical,34MYamymtmnsmpwbqydd7I,data/covers/classical/Alexander_Borodin_4zmyvh4mDBSA9Clw1oAn0a.jpg
0fLhefnjlIV3pGNF9Wo8CD,alternative_rock,0L8ExT028jH3ddEcZwqJJ5,data/covers/alternative_rock/Red_Hot_Chili_Peppers_0fLhefnjlIV3pGNF9Wo8CD.jpg
6MVsBi4m5eAzfjb6C3JKwp,hiphop,55Aa2cqylxrFIXC767Z865,data/covers/hiphop/Lil_Wayne_6MVsBi4m5eAzfjb6C3JKwp.jpg
7s3W1TD1FQdVB26ouB1LGp,country,32vWCbZh0xZ4o9gkz4PsEU,data/covers/country/Dolly_Parton_7s3W1TD1FQdVB26ouB1LGp.jpg
5criweFcDEpgMJBOVSu9FE,metal,1IQ2e1buppatiN1bxUVkrk,data/covers/metal/Slayer_5criweFcDEpgMJBOVSu9FE.jpg
52BnQI4wOSP6ld9FxYs1uX,jazz,0kbYTNQb4Pb1rPbbaF0pT4,data/covers/jazz/Miles_Davis_52BnQI4wOSP6ld9FxYs1uX.jpg
3rHJQrfEcBeSaLPuLwKR6F,alternative_rock,0L8ExT028jH3ddEcZwqJJ5,data/covers/alternative_rock/Red_Hot_Chili_Peppers_3rHJQrfEcBeSaLPuLwKR6F.jpg
2JXFUk7nWm2gRGqtylUlOr,house,4lxMXxZW5ZWKrtBlMOIUuY,data/covers/house/Joey_Negro_2JXFUk7nWm2gRGqtylUlOr.jpg
7MEY24jBSYdNHh5XezNWUH,jazz,2ZvrvbQNrHKwjT7qfGFFUW,data/covers/jazz/Herbie_Hancock_7MEY24jBSYdNHh5XezNWUH.jpg
2wrszSz0rtoYQPdxkjarub,jazz,2ZvrvbQNrHKwjT7qfGFFUW,data/covers/jazz/Herbie_Hancock_2wrszSz0rtoYQPdxkjarub.jpg
2GN3F82VrbC1utphqguUQM,jazz,4gBdaOEelc50MG1QmlACtu,data/covers/jazz/Manfred_Schoof_2GN3F82VrbC1utphqguUQM.jpg
57apvylA19gxAHj6viFQTq,reggae,5WcGRaGsl0b9sul7jVdDgc,data/covers/reggae/Don_Carlos_57apvylA19gxAHj6viFQTq.jpg
16qDEYZmrUkqTLkV5m9Rpo,alternative_rock,5xUf6j4upBrXZPg6AI4MRK,data/covers/alternative_rock/Soundgarden_16qDEYZmrUkqTLkV5m9Rpo.jpg
2NhQapO6mTOWbip0fvru36,house,6pohviZSNRueSX7uNu63ZX,data/covers/house/Moodymann_2NhQapO6mTOWbip0fvru36.jpg
0sYsti82VA37zLESxDYVsm,metal,5HFkc3t0HYETL4JeEbDB1v,data/covers/metal/Powerwolf_0sYsti82VA37zLESxDYVsm.jpg
2ITVvrNiINKRiW7wA3w6w6,alternative_rock,0L8ExT028jH3ddEcZwqJJ5,data/covers/alternative_rock/Red_Hot_Chili_Peppers_2ITVvrNiINKRiW7wA3w6w6.jpg
7eRaghOLqHSdBOqiF0viPU,techno,5akVqMzdZOdbMYbE4vNZWD,data/covers/techno/Plaid_7eRaghOLqHSdBOqiF0viPU.jpg
6w3NKI4i5i47iMRR5tOd8W,classical,2QOIawHpSlOwXDvSqQ9YJR,data/covers/classical/Antonio_Vivaldi_6w3NKI4i5i47iMRR5tOd8W.jpg
18NOKLkZETa4sWwLMIm0UZ,hiphop,0Y5tJX1MQlPlqiwlOH1tJY,data/covers/hiphop/Travis_Scott_18NOKLkZETa4sWwLMIm0UZ.jpg
42WVQWuf1teDysXiOupIZt,hiphop,0Y5tJX1MQlPlqiwlOH1tJY,data/covers/hiphop/Travis_Scott_42WVQWuf1teDysXiOupIZt.jpg
0G3puZwdd9nNpaNyPSxvH3,metal,2ye2Wgw4gimLv2eAKyk1NB,data/covers/metal/Metallica_0G3puZwdd9nNpaNyPSxvH3.jpg
6oAgMaHIaXyc53YbOQjsAk,house,0XfQBWgzisaS9ltDV9bXAS,data/covers/house/Honey_Dijon_6oAgMaHIaXyc53YbOQjsAk.jpg
5DV2liMHX5AqtiLqy3Qu1b,hiphop,7dGJo4pcD2V6oG8kP0tJRR,data/covers/hiphop/Eminem_5DV2liMHX5AqtiLqy3Qu1b.jpg
